,ilce,m2,isitma,site,kat,oda,yas,banyosayisi,esyali,price
40,umraniye,95,Kombi Doğalgaz,Hayır,3,2+1,20.0,1,Boş,400000.0
41,umraniye,90,Kombi Doğalgaz,Hayır,Bahçe katı,3+1,7.5,1,Belirtilmemiş,320000.0
42,umraniye,190,Kombi Doğalgaz,Hayır,6,4+1,4.0,2,Boş,660000.0
43,umraniye,80,Kombi Doğalgaz,Hayır,Düz giriş,2+1,7.5,1,Boş,270000.0
44,umraniye,135,Kombi Doğalgaz,Hayır,5,3+1,15.5,1,Boş,390000.0
45,umraniye,80,Kombi Doğalgaz,Hayır,Düz giriş,2+1,4.0,1,Boş,350000.0
46,umraniye,85,Kombi Doğalgaz,Hayır,Yüksek giriş,2+1,7.5,1,Boş,270000.0
47,umraniye,90,Kombi Doğalgaz,Hayır,Kot 3,2+1,20.0,1,Boş,345000.0
48,umraniye,60,Merkezi Doğalgaz,Hayır,8,1+1,7.5,1,Boş,310000.0
49,umraniye,60,Kombi Doğalgaz,Hayır,Yüksek giriş,1+1,15.5,1,Boş,255000.0
50,umraniye,140,Kombi Doğalgaz,Hayır,4,2+1,15.5,1,Boş,338000.0
51,umraniye,90,Merkezi (Pay Ölçer),Hayır,7,2+1,7.5,1,Boş,495000.0
52,umraniye,95,Kombi Doğalgaz,Hayır,4,2+1,0.0,1,Boş,600000.0
53,umraniye,130,Kombi Doğalgaz,Hayır,5,2+2,0.0,2,Boş,495000.0
54,umraniye,95,Kombi Doğalgaz,Hayır,Bahçe katı,2+1,7.5,2,Boş,300000.0
55,umraniye,136,Kombi Doğalgaz,Hayır,5,3+1,4.0,2,Boş,650000.0
56,umraniye,130,Kombi Doğalgaz,Hayır,3,3+1,4.0,3,Boş,575000.0
57,umraniye,95,Kombi Doğalgaz,Hayır,4,2+1,7.5,1,Belirtilmemiş,415000.0
58,umraniye,120,Kombi Doğalgaz,Hayır,2,3+1,7.5,1,Boş,618000.0
59,umraniye,140,Kombi Doğalgaz,Hayır,1,3+1,0.0,2,Boş,649000.0
0,uskudar,170.0,Kombi Doğalgaz,Hayır,3,4+1,0.0,2.0,Boş,870000
1,uskudar,300.0,Kombi Doğalgaz,Hayır,4,4+2,7.5,2.0,Boş,5850000
2,uskudar,100.0,Kombi Doğalgaz,Evet,1,3+1,20.0,1.0,Boş,640000
3,uskudar,140.0,Kombi Doğalgaz,Hayır,5,3+1,15.5,1.0,Belirtilmemiş,670000
4,uskudar,95.0,Kombi Doğalgaz,Hayır,Bahçe katı,2+1,20.0,1.0,Belirtilmemiş,310000
5,uskudar,85.0,Kombi Doğalgaz,Hayır,2,2+1,2.0,1.0,Boş,965000
6,uskudar,190.0,Merkezi (Pay Ölçer),Hayır,3,4+1,0.0,3.0,Boş,2500000
7,uskudar,100.0,Kombi Doğalgaz,Hayır,3,2+1,20.0,1.0,Eşyalı,465000
8,uskudar,300.0,Kombi Doğalgaz,Hayır,4,6+1,0.0,3.0,Boş,3250000
9,uskudar,250.0,Kombi Doğalgaz,Hayır,4,4+2,0.0,2.0,Boş,2800000
10,uskudar,135.0,Kombi Doğalgaz,Hayır,4,3+1,0.0,2.0,Boş,1250000
11,uskudar,115.0,Kombi Doğalgaz,Hayır,3,2+1,0.0,1.0,Boş,650000
12,uskudar,125.0,Kombi Doğalgaz,Hayır,Düz giriş,3+1,20.0,1.0,Boş,540000
13,uskudar,80.0,Kombi Doğalgaz,Hayır,3,2+1,20.0,1.0,Boş,300000
14,uskudar,70.0,Kombi Doğalgaz,Hayır,Düz giriş,2+1,20.0,1.0,Boş,233000
15,uskudar,80.0,Kombi Doğalgaz,Hayır,Bahçe katı,2+1,4.0,1.0,Boş,310000
16,uskudar,100.0,Kombi Doğalgaz,Hayır,2,2+1,0.0,2.0,Boş,680000
17,uskudar,90.0,Kombi Doğalgaz,Hayır,2,2+1,0.0,2.0,Boş,480000
18,uskudar,70.0,Kombi Doğalgaz,Hayır,Kot 1,1+1,0.0,1.0,Boş,450000
19,uskudar,75.0,Kombi Doğalgaz,Hayır,1,2+1,20.0,1.0,Boş,285000
20,uskudar,650.0,Kombi Doğalgaz,Hayır,Müstakil,5+1,20.0,4.0,Boş,90000000
21,uskudar,,Kombi Doğalgaz,Hayır,Müstakil,8+,20.0,,Boş,230000000
22,uskudar,,Kombi Doğalgaz,Hayır,Müstakil,7+2,0.0,,Boş,64000000
23,uskudar,170.0,Kombi Doğalgaz,Hayır,3,4+1,0.0,1.0,Boş,1450000
24,uskudar,80.0,Kombi Doğalgaz,Hayır,Yüksek giriş,2+1,20.0,1.0,Boş,375000
25,uskudar,80.0,Kombi Doğalgaz,Hayır,2,2+1,7.5,1.0,Boş,450000
26,uskudar,80.0,Kombi Doğalgaz,Hayır,Yüksek giriş,2+1,4.0,1.0,Boş,515000
27,uskudar,150.0,Kombi Doğalgaz,Hayır,4,4+1,15.5,2.0,Boş,525000
28,uskudar,180.0,Kombi Doğalgaz,Hayır,3,3+2,0.0,2.0,Boş,1250000
29,uskudar,269.0,Kombi Doğalgaz,Hayır,Müstakil,3+1,20.0,1.0,Belirtilmemiş,2750000
30,uskudar,200.0,Kombi Doğalgaz,Hayır,4,3+2,1.0,2.0,Boş,1849000
31,uskudar,135.0,Merkezi Doğalgaz,Hayır,1,3+1,20.0,1.0,Belirtilmemiş,705000
32,uskudar,55.0,Kombi Doğalgaz,Hayır,Yüksek giriş,1+1,1.0,1.0,Boş,250000
33,uskudar,70.0,Kombi Doğalgaz,Hayır,2,2+1,20.0,1.0,Boş,360000
34,uskudar,90.0,Kombi Doğalgaz,Hayır,2,2+1,1.0,1.0,Boş,470000
35,uskudar,115.0,Kombi Doğalgaz,Hayır,3,2+2,0.0,1.0,Boş,449000
36,uskudar,60.0,Kombi Doğalgaz,Hayır,Bahçe katı,1+1,0.0,1.0,Boş,196000
37,uskudar,95.0,Kombi Doğalgaz,Hayır,2,2+1,2.0,1.0,Boş,474000
38,uskudar,140.0,Kombi Doğalgaz,Hayır,6,3+1,7.5,2.0,Boş,1250000
39,uskudar,70.0,Kombi Doğalgaz,Hayır,Yüksek giriş,1+1,0.0,1.0,Boş,300000
40,uskudar,120.0,Kombi Doğalgaz,Hayır,5,2+1,0.0,2.0,Boş,1200000
41,uskudar,125.0,Kombi Doğalgaz,Hayır,Düz giriş,2+2,20.0,2.0,Belirtilmemiş,675000
42,uskudar,220.0,Kombi Doğalgaz,Hayır,5,5+1,0.0,2.0,Boş,825000
43,uskudar,150.0,Kombi Doğalgaz,Hayır,1,3+1,15.5,2.0,Boş,709000
44,uskudar,145.0,Kombi Doğalgaz,Hayır,3,3+1,1.0,2.0,Boş,960000
45,uskudar,200.0,Kombi Doğalgaz,Hayır,4,4+1,2.0,3.0,Boş,1400000
46,uskudar,270.0,Kombi Doğalgaz,Hayır,Çatı Dubleks,4+1,1.0,3.0,Boş,4500000
47,uskudar,110.0,Kombi Doğalgaz,Hayır,Çatı Dubleks,2+1,20.0,2.0,Boş,525000
48,uskudar,85.0,Kombi Doğalgaz,Hayır,2,2+1,20.0,1.0,Boş,300000
49,uskudar,75.0,Kombi Doğalgaz,Hayır,Kot 1,2+1,7.5,1.0,Boş,330000
50,uskudar,80.0,Kombi Doğalgaz,Hayır,Yarı bodrum,2+1,20.0,1.0,Boş,250000
51,uskudar,140.0,Kombi Doğalgaz,Hayır,3,3+1,20.0,1.0,Boş,1000000
52,uskudar,80.0,Kombi Doğalgaz,Hayır,3,2+1,20.0,1.0,Boş,405000
53,uskudar,100.0,Kombi Doğalgaz,Hayır,3,2+1,20.0,2.0,Boş,425000
54,uskudar,100.0,Kombi Doğalgaz,Hayır,Düz giriş,3+1,20.0,2.0,Boş,380000
55,uskudar,130.0,Kombi Doğalgaz,Hayır,Yüksek giriş,3+1,20.0,1.0,Boş,500000
56,uskudar,90.0,Kombi Doğalgaz,Hayır,2,2+1,20.0,1.0,Boş,440000
57,uskudar,135.0,Kombi Doğalgaz,Hayır,3,3+1,20.0,1.0,Boş,700000
58,uskudar,115.0,Kombi Doğalgaz,Hayır,4,3+1,20.0,2.0,Boş,485000
59,uskudar,80.0,Kombi Doğalgaz,Hayır,Yarı bodrum,2+1,20.0,1.0,Boş,190000
