,ilce,m2,isitma,site,kat,oda,yas,banyosayisi,esyali,price
54,beylikduzu,110,Kombi Doğalgaz,Hayır,2,2+1,0.0,1,Boş,192000.0
55,beylikduzu,140,Kombi Doğalgaz,Hayır,3,3+1,0.0,1,Boş,220000.0
56,beylikduzu,110,Kombi Doğalgaz,Hayır,1,2+1,0.0,1,Boş,171000.0
57,beylikduzu,150,Kombi Doğalgaz,Hayır,3,3+1,0.0,2,Boş,190000.0
58,beylikduzu,110,Kombi Doğalgaz,Hayır,3,2+1,0.0,1,Boş,260000.0
59,beylikduzu,170,Kombi Doğalgaz,Hayır,2,4+1,0.0,1,Boş,320000.0
0,beyoglu,280,Kombi Doğalgaz,Hayır,6,8+,20.0,5.0,Belirtilmemiş,3850000.0
1,beyoglu,150,Kombi Doğalgaz,Hayır,6,2+1,20.0,1.0,Boş,6000000.0
2,beyoglu,59,Merkezi (Pay Ölçer),Hayır,2,1+1,2.0,1.0,Belirtilmemiş,1125000.0
3,beyoglu,85,Kombi Doğalgaz,Hayır,Bahçe katı,2+1,20.0,1.0,Eşyalı,1100000.0
4,beyoglu,115,Merkezi (Pay Ölçer),Hayır,1,2+1,4.0,2.0,Eşyalı,1400000.0
5,beyoglu,60,Isıtma yok,Hayır,Yüksek giriş,1+1,20.0,1.0,Belirtilmemiş,260000.0
6,beyoglu,154,Kombi Doğalgaz,Hayır,Yüksek giriş,3+1,20.0,1.0,Boş,1900000.0
7,beyoglu,75,Kombi Doğalgaz,Hayır,Kot 1,1+1,20.0,1.0,Boş,485000.0
8,beyoglu,50,Isıtma yok,Hayır,Düz giriş,1,20.0,,Belirtilmemiş,1950000.0
9,beyoglu,200,Isıtma yok,Hayır,Düz giriş,1,20.0,,Belirtilmemiş,3000000.0
10,beyoglu,85,Isıtma yok,Hayır,Düz giriş,1,20.0,,Belirtilmemiş,970000.0
11,beyoglu,65,Kombi Doğalgaz,Hayır,Yüksek giriş,1+1,7.5,1.0,Boş,180000.0
12,beyoglu,85,Kombi Doğalgaz,Hayır,3,2+1,20.0,1.0,Boş,260000.0
13,beyoglu,90,Kombi Doğalgaz,Hayır,Yüksek giriş,2+1,20.0,1.0,Boş,320000.0
14,beyoglu,70,Kombi Doğalgaz,Hayır,4,1+1,15.5,1.0,Boş,180000.0
15,beyoglu,120,Kombi Doğalgaz,Hayır,Yüksek giriş,3+1,15.5,1.0,Boş,480000.0
16,beyoglu,75,Kombi Doğalgaz,Hayır,Kot 1,2+1,1.0,1.0,Boş,310000.0
17,beyoglu,115,Kombi Doğalgaz,Hayır,Kot 1,3+1,1.0,1.0,Boş,425000.0
18,beyoglu,115,Kombi Doğalgaz,Hayır,1,3+1,1.0,1.0,Boş,435000.0
19,beyoglu,170,Kombi Doğalgaz,Hayır,3,5+1,7.5,2.0,Boş,600000.0
20,beyoglu,160,Kombi Doğalgaz,Hayır,4,4+1,20.0,2.0,Boş,470000.0
21,beyoglu,155,Kombi Doğalgaz,Hayır,1,2+1,7.5,1.0,Boş,630000.0
22,beyoglu,160,Kombi Doğalgaz,Hayır,Çatı Katı,4+2,0.0,2.0,Boş,650000.0
23,beyoglu,65,Kombi Doğalgaz,Hayır,Kot 1,1+1,4.0,1.0,Boş,220000.0
24,beyoglu,65,Sobalı,Hayır,Bahçe katı,1+1,15.5,1.0,Boş,115000.0
25,beyoglu,140,Kombi Doğalgaz,Hayır,Kot 1,2+2,7.5,1.0,Belirtilmemiş,420000.0
26,beyoglu,100,Merkezi Doğalgaz,Hayır,4,2+1,20.0,1.0,Boş,3150000.0
27,beyoglu,120,Kombi Doğalgaz,Hayır,Yüksek giriş,2+1,7.5,1.0,Boş,550000.0
28,beyoglu,100,Kombi Doğalgaz,Hayır,Yüksek giriş,2+1,7.5,1.0,Boş,500000.0
29,beyoglu,90,Kombi Doğalgaz,Hayır,4,2+1,20.0,1.0,Boş,310000.0
30,beyoglu,100,Kombi Doğalgaz,Hayır,5,1+1,7.5,1.0,Boş,700000.0
31,beyoglu,100,Merkezi Doğalgaz,Hayır,2,4+1,20.0,1.0,Belirtilmemiş,1350000.0
32,beyoglu,125,Kombi Doğalgaz,Hayır,3,3+1,20.0,1.0,Belirtilmemiş,1150000.0
33,beyoglu,140,Kombi Doğalgaz,Hayır,Kot 1,2+1,7.5,1.0,Belirtilmemiş,420000.0
34,beyoglu,100,Kombi Doğalgaz,Hayır,Düz giriş,2+1,7.5,1.0,Belirtilmemiş,500000.0
35,beyoglu,120,Kombi Doğalgaz,Hayır,2,3+1,0.0,2.0,Boş,550000.0
36,beyoglu,75,Kombi Doğalgaz,Hayır,1,2+1,20.0,1.0,Boş,260000.0
37,beyoglu,135,Kombi Doğalgaz,Hayır,3,3+1,20.0,1.0,Boş,1350000.0
38,beyoglu,140,Kombi Doğalgaz,Hayır,4,2+1,0.0,1.0,Boş,4500000.0
39,beyoglu,210,Yerden ısıtma,Hayır,4,3+2,1.0,3.0,Boş,5500000.0
40,beyoglu,140,Kombi Doğalgaz,Hayır,1,2+1,0.0,1.0,Boş,2000000.0
41,beyoglu,125,Yerden ısıtma,Hayır,4,2+1,0.0,2.0,Boş,2900000.0
42,beyoglu,255,Kombi Doğalgaz,Hayır,4,4+1,4.0,2.0,Boş,5000000.0
43,beyoglu,190,Kombi Doğalgaz,Hayır,4,3+1,2.0,2.0,Eşyalı,4750000.0
44,beyoglu,165,Kombi Doğalgaz,Hayır,5,3+1,20.0,2.0,Eşyalı,4500000.0
45,beyoglu,125,Kombi Doğalgaz,Hayır,1,3+1,20.0,2.0,Boş,1850000.0
46,beyoglu,100,Kombi Doğalgaz,Hayır,2,1+1,20.0,1.0,Eşyalı,1200000.0
47,beyoglu,146,Yerden ısıtma,Hayır,3,2+1,1.0,2.0,Boş,2400000.0
48,beyoglu,110,Kombi Doğalgaz,Hayır,Yüksek giriş,3+1,7.5,1.0,Boş,445000.0
49,beyoglu,75,Kombi Doğalgaz,Hayır,Kot 1,2+1,7.5,1.0,Boş,170000.0
50,beyoglu,90,Kombi Doğalgaz,Hayır,Kot 1,2+1,20.0,1.0,Boş,265000.0
51,beyoglu,80,Doğalgaz sobalı,Hayır,2,2+1,20.0,1.0,Boş,250000.0
52,beyoglu,90,Isıtma yok,Hayır,2,2+1,20.0,1.0,Belirtilmemiş,785000.0
53,beyoglu,123,Jeotermal,Hayır,Bahçe katı,1+1,0.0,,Boş,350000.0
54,beyoglu,85,Merkezi Doğalgaz,Hayır,3,2+1,20.0,1.0,Boş,515000.0
55,beyoglu,80,Kombi Doğalgaz,Hayır,1,1+1,20.0,1.0,Boş,660000.0
56,beyoglu,85,Kombi Doğalgaz,Hayır,Yarı bodrum,2+1,7.5,1.0,Boş,350000.0
57,beyoglu,90,Kombi Doğalgaz,Hayır,1,1+1,15.5,1.0,Eşyalı,660000.0
58,beyoglu,90,Kombi Doğalgaz,Hayır,2,2+1,7.5,1.0,Boş,
59,beyoglu,75,Kombi Doğalgaz,Hayır,Bahçe katı,1,20.0,1.0,Boş,690000.0
0,buyukcekmece,280.0,Kombi Doğalgaz,Hayır,Villa tipi,4+2,0.0,3.0,Boş,2050000.0
1,buyukcekmece,450.0,Kombi Doğalgaz,Evet,Müstakil,4+2,7.5,3.0,Boş,2250000.0
2,buyukcekmece,115.0,Kombi Doğalgaz,Hayır,3,2+1,0.0,1.0,Boş,560000.0
3,buyukcekmece,110.0,Kombi Doğalgaz,Hayır,3,2+1,20.0,1.0,Boş,
4,buyukcekmece,165.0,Kombi Doğalgaz,Hayır,1,3+1,15.5,2.0,Boş,680000.0
5,buyukcekmece,140.0,Kombi Doğalgaz,Hayır,3,3+1,0.0,2.0,Belirtilmemiş,530000.0
6,buyukcekmece,410.0,Kombi Doğalgaz,Hayır,Düz giriş,5+2,7.5,3.0,Boş,2800000.0
7,buyukcekmece,110.0,Kombi Doğalgaz,Hayır,Bahçe katı,2+1,7.5,2.0,Boş,425000.0
8,buyukcekmece,300.0,Kombi Doğalgaz,Hayır,Düz giriş,5+1,7.5,3.0,Boş,4000000.0
9,buyukcekmece,140.0,Kombi Doğalgaz,Hayır,3,3+1,0.0,2.0,Boş,530000.0
10,buyukcekmece,,Kombi Doğalgaz,Hayır,Düz giriş,5+1,3.0,5.0,Eşyalı,2450000.0
11,buyukcekmece,95.0,Kombi Doğalgaz,Hayır,Kot 2,2+1,0.0,1.0,Boş,550000.0
12,buyukcekmece,85.0,Kombi Doğalgaz,Hayır,3,2+1,20.0,1.0,Boş,195000.0
13,buyukcekmece,,Kombi Doğalgaz,Evet,Villa tipi,8+,7.5,5.0,Eşyalı,5500000.0
14,buyukcekmece,240.0,Kombi Doğalgaz,Hayır,5,3+1,7.5,2.0,Boş,1199000.0
15,buyukcekmece,320.0,Kombi Doğalgaz,Hayır,Villa tipi,4+2,7.5,3.0,Boş,4500000.0
16,buyukcekmece,135.0,Kombi Doğalgaz,Hayır,4,2+1,4.0,1.0,Boş,575000.0
17,buyukcekmece,188.0,Kombi Doğalgaz,Hayır,3,2+2,7.5,2.0,Boş,1250000.0
18,buyukcekmece,570.0,Isıtma yok,Hayır,Villa tipi,4+2,15.5,4.0,Boş,1800000.0
19,buyukcekmece,,Kombi Doğalgaz,Hayır,Villa tipi,8+,4.0,,Boş,8900000.0
20,buyukcekmece,280.0,Kombi Doğalgaz,Hayır,2,4+1,4.0,2.0,Boş,755000.0
21,buyukcekmece,340.0,Kombi Doğalgaz,Hayır,Bahçe katı,4+1,7.5,3.0,Eşyalı,1290000.0
22,buyukcekmece,185.0,Kombi Doğalgaz,Hayır,6,3+1,0.0,2.0,Boş,1450000.0
23,buyukcekmece,130.0,Kombi Doğalgaz,Hayır,5,2+1,0.0,2.0,Boş,780000.0
24,buyukcekmece,160.0,Kombi Doğalgaz,Hayır,6,3+1,15.5,1.0,Boş,550000.0
25,buyukcekmece,110.0,Kombi Doğalgaz,Hayır,Bahçe katı,1+1,0.0,1.0,Boş,400000.0
26,buyukcekmece,56.0,Kombi Doğalgaz,Hayır,5,Stüdyo,7.5,1.0,Eşyalı,190000.0
27,buyukcekmece,250.0,Kombi Doğalgaz,Hayır,4,5+1,0.0,3.0,Belirtilmemiş,630000.0
28,buyukcekmece,110.0,Kombi Doğalgaz,Hayır,1,2+1,0.0,2.0,Belirtilmemiş,500000.0
29,buyukcekmece,95.0,Kombi Doğalgaz,Hayır,Bahçe katı,2+1,20.0,1.0,Belirtilmemiş,310000.0
30,buyukcekmece,110.0,Kombi Doğalgaz,Hayır,Yüksek giriş,2+1,20.0,1.0,Belirtilmemiş,310000.0
31,buyukcekmece,160.0,Kombi Doğalgaz,Hayır,1,3+1,0.0,2.0,Belirtilmemiş,950000.0
32,buyukcekmece,160.0,Kombi Doğalgaz,Hayır,1,3+1,0.0,2.0,Belirtilmemiş,650000.0
33,buyukcekmece,100.0,Kombi Doğalgaz,Hayır,2,2+1,20.0,1.0,Belirtilmemiş,310000.0
34,buyukcekmece,271.0,Kombi Doğalgaz,Hayır,Villa tipi,4+1,15.5,2.0,Belirtilmemiş,1700000.0
35,buyukcekmece,120.0,Kombi Doğalgaz,Hayır,Düz giriş,2+1,0.0,2.0,Belirtilmemiş,450000.0
36,buyukcekmece,105.0,Kombi Doğalgaz,Hayır,2,2+1,7.5,1.0,Belirtilmemiş,510000.0
37,buyukcekmece,260.0,Kombi Doğalgaz,Hayır,3,4+2,7.5,3.0,Belirtilmemiş,1250000.0
38,buyukcekmece,230.0,Kombi Doğalgaz,Hayır,2,4+1,7.5,1.0,Belirtilmemiş,900000.0
39,buyukcekmece,280.0,Kombi Doğalgaz,Hayır,Çatı Katı,5+1,15.5,2.0,Belirtilmemiş,600000.0
40,buyukcekmece,260.0,Kombi Doğalgaz,Hayır,Çatı Katı,4+2,0.0,3.0,Belirtilmemiş,1200000.0
41,buyukcekmece,110.0,Kombi Doğalgaz,Hayır,2,2+1,0.0,1.0,Belirtilmemiş,429000.0
42,buyukcekmece,95.0,Kombi Doğalgaz,Hayır,2,2+1,0.0,1.0,Belirtilmemiş,365000.0
43,buyukcekmece,95.0,Kombi Doğalgaz,Hayır,1,2+1,20.0,1.0,Belirtilmemiş,275000.0
44,buyukcekmece,200.0,Kombi Doğalgaz,Hayır,Çatı Katı,4+1,0.0,2.0,Belirtilmemiş,720000.0
45,buyukcekmece,160.0,Kombi Doğalgaz,Hayır,2,3+1,0.0,2.0,Belirtilmemiş,700000.0
46,buyukcekmece,260.0,Kombi Doğalgaz,Hayır,Çatı Katı,5+1,7.5,3.0,Belirtilmemiş,757000.0
47,buyukcekmece,145.0,Kombi Doğalgaz,Hayır,2,3+1,0.0,2.0,Belirtilmemiş,580000.0
48,buyukcekmece,200.0,Kombi Doğalgaz,Hayır,2,4+1,7.5,2.0,Belirtilmemiş,1190000.0
49,buyukcekmece,145.0,Kombi Doğalgaz,Hayır,2,3+1,3.0,2.0,Belirtilmemiş,538000.0
50,buyukcekmece,150.0,Kombi Doğalgaz,Hayır,2,3+1,20.0,2.0,Belirtilmemiş,458000.0
51,buyukcekmece,280.0,Kombi Doğalgaz,Hayır,Çatı Katı,5+2,0.0,3.0,Belirtilmemiş,1100000.0
52,buyukcekmece,85.0,Kombi Doğalgaz,Hayır,Düz giriş,2+1,7.5,1.0,Belirtilmemiş,265000.0
53,buyukcekmece,135.0,Kombi Doğalgaz,Hayır,3,3+1,7.5,1.0,Belirtilmemiş,450000.0
54,buyukcekmece,200.0,Kombi Doğalgaz,Hayır,3,4+1,0.0,2.0,Belirtilmemiş,700000.0
55,buyukcekmece,95.0,Kombi Doğalgaz,Hayır,2,2+1,0.0,1.0,Belirtilmemiş,350000.0
56,buyukcekmece,95.0,Kombi Doğalgaz,Hayır,2,2+1,0.0,1.0,Belirtilmemiş,400000.0
57,buyukcekmece,260.0,Kombi Doğalgaz,Hayır,Çatı Katı,5+1,7.5,3.0,Belirtilmemiş,750000.0
58,buyukcekmece,90.0,Kombi Doğalgaz,Hayır,Düz giriş,2+1,0.0,1.0,Belirtilmemiş,350000.0
59,buyukcekmece,220.0,Kombi Doğalgaz,Hayır,3,5+1,0.0,2.0,Belirtilmemiş,780000.0
0,catalca,260.0,Sobalı,Hayır,Müstakil,2+1,0.0,1.0,Boş,250000.0
1,catalca,160.0,Kombi Doğalgaz,Hayır,5,3+1,0.0,2.0,Boş,450000.0
2,catalca,110.0,Kombi Doğalgaz,Hayır,3,3+1,7.5,2.0,Boş,420000.0
3,catalca,,Kombi Doğalgaz,Hayır,Düz giriş,4+1,7.5,2.0,Boş,2500000.0
4,catalca,83.0,Merkezi Doğalgaz,Hayır,Bahçe katı,2+1,0.0,1.0,Belirtilmemiş,215000.0
5,catalca,115.0,Kombi Doğalgaz,Hayır,3,2+1,20.0,2.0,Boş,260000.0
6,catalca,280.0,Kombi Doğalgaz,Hayır,Düz giriş,4+1,15.5,4.0,Boş,2500000.0
7,catalca,138.0,Kombi Doğalgaz,Hayır,3,3+1,0.0,2.0,Boş,505000.0
8,catalca,120.0,Kombi Doğalgaz,Hayır,2,3+1,15.5,2.0,Boş,290000.0
9,catalca,185.0,Yerden ısıtma,Hayır,Düz giriş,3+1,7.5,2.0,Boş,1250000.0
10,catalca,350.0,Kat Kaloriferi,Hayır,Düz giriş,6+2,7.5,3.0,Belirtilmemiş,5985000.0
11,catalca,,Merkezi Kömür,Hayır,Müstakil,8+,15.5,5.0,Eşyalı,17500000.0
12,catalca,160.0,Kombi Doğalgaz,Hayır,4,3+1,0.0,2.0,Boş,450000.0
13,catalca,110.0,Kombi Doğalgaz,Hayır,3,2+1,7.5,1.0,Boş,295000.0
14,catalca,410.0,Isıtma yok,Hayır,Müstakil,2+1,0.0,1.0,Boş,180000.0
15,catalca,110.0,Kombi Doğalgaz,Hayır,2,3+1,7.5,1.0,Boş,
16,catalca,315.0,Isıtma yok,Hayır,Düz giriş,2+1,0.0,1.0,Belirtilmemiş,135000.0
17,catalca,145.0,Yerden ısıtma,Hayır,4,3+1,15.5,2.0,Boş,380000.0
18,catalca,,Kombi Doğalgaz,Hayır,Villa tipi,4+1,15.5,2.0,Boş,1490000.0
19,catalca,940.0,Kombi Doğalgaz,Hayır,Villa tipi,3+1,15.5,1.0,Belirtilmemiş,1300000.0
20,catalca,55.0,Sobalı,Hayır,Müstakil,1+1,4.0,1.0,Boş,410000.0
21,catalca,180.0,Isıtma yok,Hayır,Düz giriş,3+1,7.5,4.0,Belirtilmemiş,11000000.0
22,catalca,430.0,Isıtma yok,Hayır,1,2+1,4.0,1.0,Boş,270000.0
23,catalca,250.0,Kombi Doğalgaz,Hayır,Düz giriş,4+2,15.5,2.0,Belirtilmemiş,2900000.0
24,catalca,120.0,Kombi Doğalgaz,Hayır,2,3+1,15.5,2.0,Boş,290000.0
25,catalca,250.0,Isıtma yok,Hayır,Müstakil,5,7.5,2.0,Belirtilmemiş,3000000.0
26,catalca,,Merkezi (Pay Ölçer),Hayır,Müstakil,8+,7.5,3.0,Eşyalı,7500000.0
27,catalca,180.0,Yerden ısıtma,Hayır,Villa tipi,4+1,7.5,4.0,Belirtilmemiş,11000000.0
28,catalca,195.0,Kombi Doğalgaz,Hayır,Villa tipi,3+1,0.0,2.0,Boş,975000.0
29,catalca,120.0,Isıtma yok,Hayır,1,2+1,7.5,1.0,Belirtilmemiş,700000.0
30,catalca,,Kombi Doğalgaz,Hayır,Villa tipi,5+2,20.0,2.0,Boş,7000000.0
31,catalca,150.0,Kombi Doğalgaz,Hayır,Yüksek giriş,3+1,20.0,2.0,Boş,375000.0
32,catalca,580.0,Merkezi Doğalgaz,Hayır,3,8+,7.5,3.0,Boş,6360000.0
33,catalca,638.0,Isıtma yok,Hayır,Müstakil,2+1,1.0,1.0,Boş,270000.0
34,catalca,370.0,Isıtma yok,Hayır,Müstakil,2+1,2.0,1.0,Boş,350000.0
35,catalca,,Kombi Doğalgaz,Hayır,Villa tipi,8+,7.5,4.0,Belirtilmemiş,1350000.0
36,catalca,220.0,Kombi Doğalgaz,Hayır,Çatı Dubleks,5+2,0.0,2.0,Boş,410000.0
37,catalca,,Klimalı,Hayır,Müstakil,2+1,1.0,1.0,Eşyalı,700000.0
38,catalca,350.0,Isıtma yok,Hayır,Düz giriş,8+,7.5,3.0,Belirtilmemiş,5500000.0
39,catalca,650.0,Kombi Doğalgaz,Hayır,Villa tipi,5+1,15.5,5.0,Belirtilmemiş,15250000.0
40,catalca,550.0,Merkezi Doğalgaz,Hayır,Düz giriş,8+,7.5,3.0,Belirtilmemiş,14000000.0
41,catalca,800.0,Kombi Doğalgaz,Hayır,Villa tipi,8+,15.5,,Belirtilmemiş,17400000.0
42,catalca,,Kombi Doğalgaz,Hayır,2,8+,2.0,3.0,Boş,4400000.0
43,catalca,320.0,Kat Kaloriferi,Hayır,Villa tipi,3+1,7.5,2.0,Eşyalı,615000.0
44,catalca,60.0,Sobalı,Hayır,Bahçe katı,1,4.0,1.0,Boş,160000.0
45,catalca,500.0,Kombi Fueloil,Hayır,Düz giriş,2+1,2.0,1.0,Boş,140000.0
46,catalca,700.0,Kombi Kömür,Hayır,Bahçe katı,2+1,0.0,1.0,Boş,135000.0
47,catalca,300.0,Kombi Doğalgaz,Hayır,Müstakil,4+1,15.5,3.0,Eşyalı,1435000.0
48,catalca,115.0,Kombi Doğalgaz,Hayır,2,2+1,7.5,2.0,Boş,275000.0
49,catalca,95.0,Kombi Doğalgaz,Hayır,Yüksek giriş,2+1,0.0,1.0,Boş,
50,catalca,,Isıtma yok,Hayır,Villa tipi,5+1,15.5,2.0,Eşyalı,1900000.0
51,catalca,120.0,Kombi Doğalgaz,Hayır,Yüksek giriş,3+1,4.0,2.0,Boş,305000.0
52,catalca,110.0,Kombi Doğalgaz,Hayır,5,3+1,3.0,2.0,Boş,320000.0
53,catalca,125.0,Kombi Doğalgaz,Hayır,2,3+1,15.5,1.0,Boş,350000.0
54,catalca,120.0,Kombi Doğalgaz,Hayır,2,3+1,15.5,1.0,Boş,250000.0
55,catalca,262.0,Kombi Doğalgaz,Hayır,5,2+2,0.0,3.0,Boş,425000.0
56,catalca,250.0,Kombi Doğalgaz,Hayır,4,6+1,7.5,3.0,Boş,510000.0
57,catalca,145.0,Yerden ısıtma,Hayır,5,3+1,7.5,2.0,Boş,395000.0
58,catalca,262.0,Kombi Doğalgaz,Hayır,5,4+1,0.0,3.0,Boş,425000.0
59,catalca,,Kombi Doğalgaz,Hayır,Villa tipi,5+2,20.0,3.0,Eşyalı,
0,cekmekoy,130,Merkezi (Pay Ölçer),Hayır,2,3+1,2.0,2.0,Eşyalı,
1,cekmekoy,140,Kombi Doğalgaz,Hayır,3,3+1,7.5,2.0,Boş,
2,cekmekoy,110,Kombi Doğalgaz,Hayır,Yüksek giriş,3+1,7.5,1.0,Boş,320000.0
3,cekmekoy,125,Kombi Doğalgaz,Hayır,7,2+1,0.0,1.0,Boş,550000.0
4,cekmekoy,95,Kombi Doğalgaz,Hayır,10,2+1,0.0,1.0,Boş,284000.0
5,cekmekoy,95,Kombi Doğalgaz,Hayır,2,2+1,1.0,2.0,Boş,320000.0
6,cekmekoy,95,Kombi Doğalgaz,Hayır,Bahçe katı,2+1,4.0,1.0,Boş,218000.0
7,cekmekoy,90,Kombi Doğalgaz,Hayır,Bahçe katı,2+1,1.0,1.0,Boş,285000.0
8,cekmekoy,155,Merkezi (Pay Ölçer),Hayır,3,3+1,7.5,2.0,Boş,775000.0
9,cekmekoy,108,Merkezi (Pay Ölçer),Hayır,Bahçe katı,2+1,0.0,1.0,Boş,465000.0
10,cekmekoy,65,Kombi Doğalgaz,Hayır,Düz giriş,1+1,0.0,,Boş,179000.0
11,cekmekoy,150,Kombi Doğalgaz,Hayır,Yüksek giriş,3+1,7.5,2.0,Boş,499000.0
12,cekmekoy,90,Kombi Doğalgaz,Hayır,Bahçe katı,2+1,0.0,1.0,Boş,
13,cekmekoy,150,Kombi Doğalgaz,Hayır,Yüksek giriş,3+1,7.5,2.0,Boş,499000.0
14,cekmekoy,115,Kombi Doğalgaz,Hayır,3,3+1,1.0,2.0,Boş,374500.0
15,cekmekoy,110,Kombi Doğalgaz,Hayır,Yüksek giriş,2+1,1.0,2.0,Boş,245000.0
16,cekmekoy,60,Kombi Doğalgaz,Hayır,Yüksek giriş,1+1,4.0,1.0,Belirtilmemiş,175000.0
17,cekmekoy,105,Kombi Doğalgaz,Hayır,1,2+1,0.0,2.0,Boş,287000.0
18,cekmekoy,60,Kombi Doğalgaz,Hayır,Bahçe katı,1+1,4.0,1.0,Boş,137000.0
19,cekmekoy,240,Kombi Doğalgaz,Hayır,5,5+2,7.5,4.0,Boş,479000.0
20,cekmekoy,113,Kombi Doğalgaz,Hayır,8,2+1,0.0,2.0,Boş,460000.0
21,cekmekoy,170,Kombi Doğalgaz,Hayır,8,3+1,0.0,3.0,Boş,520000.0
22,cekmekoy,115,Kombi Doğalgaz,Hayır,1,2+1,3.0,1.0,Boş,327000.0
23,cekmekoy,110,Kombi Doğalgaz,Hayır,3,2+1,0.0,1.0,Boş,349000.0
24,cekmekoy,75,Kombi Doğalgaz,Hayır,Bahçe katı,2+1,3.0,1.0,Boş,209000.0
25,cekmekoy,70,Kombi Doğalgaz,Hayır,Yüksek giriş,1+1,0.0,1.0,Boş,175000.0
26,cekmekoy,135,Merkezi (Pay Ölçer),Hayır,4,3+1,0.0,2.0,Boş,624000.0
27,cekmekoy,92,Kombi Doğalgaz,Hayır,4,2+1,0.0,2.0,Boş,294000.0
28,cekmekoy,100,Kombi Doğalgaz,Hayır,1,2+1,2.0,2.0,Boş,334000.0
29,cekmekoy,100,Merkezi (Pay Ölçer),Hayır,1,2+1,4.0,2.0,Boş,460000.0
30,cekmekoy,120,Kombi Doğalgaz,Hayır,1,3+1,0.0,2.0,Boş,379000.0
31,cekmekoy,100,Kombi Doğalgaz,Hayır,2,2+1,1.0,1.0,Boş,320000.0
32,cekmekoy,100,Kombi Doğalgaz,Hayır,2,2+1,1.0,1.0,Boş,300000.0
33,cekmekoy,95,Kombi Doğalgaz,Hayır,2,2+1,1.0,2.0,Boş,290000.0
34,cekmekoy,105,Kombi Doğalgaz,Hayır,1,3+1,0.0,2.0,Boş,375000.0
35,cekmekoy,70,Kombi Doğalgaz,Hayır,Yüksek giriş,1+1,1.0,1.0,Boş,149000.0
36,cekmekoy,190,Kombi Doğalgaz,Hayır,4,4+2,0.0,2.0,Boş,499000.0
37,cekmekoy,85,Kombi Doğalgaz,Hayır,3,2+1,4.0,1.0,Boş,252000.0
38,cekmekoy,100,Kombi Doğalgaz,Hayır,1,2+1,0.0,2.0,Boş,399000.0
39,cekmekoy,105,Kombi Doğalgaz,Hayır,2,2+1,0.0,1.0,Boş,340000.0
40,cekmekoy,105,Kombi Doğalgaz,Hayır,Yüksek giriş,3+1,4.0,1.0,Boş,260000.0
41,cekmekoy,90,Kombi Doğalgaz,Hayır,5,2+1,0.0,1.0,Boş,263000.0
42,cekmekoy,65,Kombi Doğalgaz,Hayır,Yüksek giriş,1+1,1.0,1.0,Boş,190000.0
43,cekmekoy,90,Kombi Doğalgaz,Hayır,Bahçe katı,2+1,0.0,1.0,Boş,225000.0
44,cekmekoy,115,Kombi Doğalgaz,Hayır,Yüksek giriş,2+1,0.0,2.0,Boş,355000.0
45,cekmekoy,90,Kombi Doğalgaz,Hayır,Bahçe katı,2+1,0.0,1.0,Belirtilmemiş,215000.0
46,cekmekoy,100,Kombi Doğalgaz,Hayır,2,2+1,0.0,2.0,Belirtilmemiş,310000.0
47,cekmekoy,100,Kombi Doğalgaz,Hayır,2,2+1,0.0,2.0,Boş,310000.0
48,cekmekoy,125,Kombi Doğalgaz,Hayır,Yüksek giriş,3+1,4.0,1.0,Belirtilmemiş,400000.0
49,cekmekoy,95,Kombi Doğalgaz,Hayır,5,2+1,0.0,2.0,Boş,325000.0
50,cekmekoy,130,Kombi Doğalgaz,Hayır,Yüksek giriş,3+1,7.5,1.0,Boş,320000.0
51,cekmekoy,136,Kombi Doğalgaz,Hayır,Düz giriş,3+1,7.5,1.0,Boş,350000.0
52,cekmekoy,114,Merkezi (Pay Ölçer),Hayır,9,2+1,0.0,2.0,Boş,540000.0
53,cekmekoy,65,Kombi Doğalgaz,Hayır,Bahçe katı,1+1,4.0,1.0,Boş,157000.0
54,cekmekoy,135,Kombi Doğalgaz,Hayır,3,3+1,3.0,2.0,Boş,388000.0
55,cekmekoy,290,Kombi Doğalgaz,Hayır,8,5+1,7.5,2.0,Boş,
56,cekmekoy,95,Kombi Doğalgaz,Hayır,2,2+1,4.0,1.0,Belirtilmemiş,400000.0
57,cekmekoy,115,Kombi Doğalgaz,Hayır,3,3+1,4.0,1.0,Boş,345000.0
58,cekmekoy,80,Merkezi (Pay Ölçer),Hayır,2,2+1,0.0,1.0,Boş,280000.0
59,cekmekoy,70,Kombi Doğalgaz,Hayır,Bahçe katı,1+1,0.0,1.0,Boş,138000.0
0,esenler,90,Merkezi (Pay Ölçer),Hayır,13,2+1,0.0,1.0,Belirtilmemiş,435000.0
1,esenler,85,Kombi Doğalgaz,Hayır,1,2+1,7.5,1.0,Belirtilmemiş,425000.0
2,esenler,85,Kombi Doğalgaz,Hayır,3,2+1,20.0,1.0,Belirtilmemiş,235000.0
3,esenler,75,Kombi Doğalgaz,Hayır,Düz giriş,2+1,0.0,1.0,Boş,270000.0
4,esenler,85,Kombi Doğalgaz,Hayır,2,2+1,15.5,1.0,Belirtilmemiş,340000.0
5,esenler,120,Kombi Doğalgaz,Hayır,Bahçe katı,3+1,20.0,1.0,Boş,190000.0
6,esenler,100,Kombi Doğalgaz,Hayır,1,2+1,20.0,1.0,Boş,255000.0
7,esenler,90,Kombi Doğalgaz,Hayır,6,2+1,20.0,1.0,Boş,155000.0
